DATA FOR STATE-LEVEL INCOMES OVER TIME
PLAD 8310 - MERGE EXAMPLE DATA
stcode	year	income	p10income	p20income	p30income	p40income	p50income	p60income	p70income	p80income	p90income	meanincome	minincome	maxincome	sdincome	ineqincome	gini_income	n_income	nwgt_income	men_p10income	men_p20income	men_p30income	men_p40income	men_p50income	men_p60income	men_p70income	men_p80income	men_p90income	men_meanincome	men_minincome	men_maxincome	men_sdincome	men_ineqincome	men_gini_income	men_n_income	men_nwgt_income	wom_p10income	wom_p20income	wom_p30income	wom_p40income	wom_p50income	wom_p60income	wom_p70income	wom_p80income	wom_p90income	wom_meanincome	wom_minincome	wom_maxincome	wom_sdincome	wom_ineqincome	wom_gini_income	wom_n_income	wom_nwgt_income	medincome
"NH"	2004	38.7373	15077.5	20770.6	24416	28299.5	32908.2	37116.5	43611.3	51527.8	69027.1	40403	3.835091	557120.8	35982.3	4.578153	.35553	1854	689027.7	8290.88	18112.5	25568.4	32918.4	39039.4	49054.2	58466.1	74352.6	100911	53128.6	3.835091	442910.8	61625.1	12.17133	.463234	985	370386.1	4970.96	9778.38	14158.3	19169.5	23949.3	28296.2	35113.2	43091.7	61974	31715.5	86.28955	557120.8	43160.9	12.46721	.490838	869	318641.6	31.55149
"NJ"	1964	134.0081	10828.1	14233.2	16671.7	18445.4	20760.1	22983.6	26027.5	29772.4	35527.7	23049.4	17.44186	580813.9	2428.58	3.281065	.276591	1200	2885456	8430.18	19188.2	26057.5	29311.5	32940.5	37060	41658.8	47249.2	59799.4	36263.6	17.44186	580813.9	4937.09	7.093491	.342616	775	1873837	1962.26	4876.16	8138.48	12562.8	15484.6	18173.8	21668.9	25294.2	29576.6	16287.9	87.2093	250000	2397.24	15.07272	.401107	425	1011619	120.6982
"NJ"	1968	129.7912	11799.5	15266.9	17776.1	19907.7	22335.2	25044.7	27977.9	31827.5	40061.2	25049.7	62.17616	259067.4	2971.84	3.395161	.283208	2355	3075361	7367.27	19173	26523.7	31503.4	35173.6	39442.4	44295.5	51628	64433.8	38645	62.17616	259067.4	5826.88	8.745954	.354802	1452	1906637	2135.32	5134.2	8323.62	12058.7	15768.8	18550.2	22023.9	26059.9	31876.2	17070.3	129.5337	107772	2846.03	14.92807	.41722	903	1168723	115.7264
"NJ"	1972	122.5578	13059.5	16810.2	19687	22286.9	25026.2	27873.4	31892.3	37083.3	46119.1	28433.4	21.55172	215517.2	4006.28	3.53146	.290655	2300	3445058	5821.81	18195.6	25973	31790.1	36961.8	43299.2	49091.5	58651.9	75670	41703.2	21.55172	215517.2	7606.98	12.99768	.385341	1424	2162831	2025.51	4944.24	9018.7	13070	16842.6	20643.7	24316.7	28710.2	36030.1	18522.6	64.65517	99137.93	3497.39	17.78816	.421663	876	1282227	107.8716
"NJ"	1976	86.09177	11795.8	15839.3	18946	21798.5	24645.1	27452.4	31028.6	35946.3	44129.7	27205	69.62025	269620.2	4962.79	3.741137	.286305	2118	3417383	6426.48	16232.1	24324.3	30759.9	36294.5	41788.7	48918	58029.5	74847.1	40426.6	82.27848	269620.2	9603.46	11.64667	.38624	1247	2032813	1770.08	4646.96	8269.83	11985.7	15533.4	19352	23141.3	28104.9	36098.3	17742.7	69.62025	93987.34	4470.49	20.3936	.422897	871	1384570	77.99081
"NJ"	1980	56.88362	11318.2	14992.4	18094.8	20752.1	23556.2	26618.6	30106.8	34961.9	42793.7	26052.7	10.91703	218831.9	6564.24	3.780963	.284837	2204	3747445	5983.43	14100.7	21309.7	27118.4	33579.6	39782.1	46805.3	55877.9	72805	37651	10.91703	218831.9	12474.5	12.16777	.394988	1190	2037802	2284.92	5467.17	9035.55	12476.6	15533.7	19052.1	23069.7	28013.3	35642	18026.9	24.01747	149563.3	6444.37	15.5988	.417184	1014	1709642	51.43275
"NJ"	1984	49.60796	11627.4	16154.6	19449.4	22476.8	25539	29102.9	33079.2	38486.5	48634.4	28673.4	27.68166	224913.5	9952.93	4.182741	.303575	2163	3955852	6546.84	14376.3	21750.1	28522.2	34761.6	41282.9	48970.7	58440.1	77472.4	39778	86.50519	224913.5	17623	11.83356	.404935	1140	2099112	2704.65	6673.81	10825.6	14770.6	18503.6	22206.9	26403	32181.8	40905.1	21048.1	27.68166	138927.3	9966.04	15.12399	.413534	1023	1856740	44.18512
"NJ"	1988	51.19119	13294.1	18525	22368.7	26138.3	29722.8	33715.6	38516.8	45414.8	57483.2	33683.8	21.2766	296351.1	13491.6	4.323963	.30656	3274	4214444	8758.33	17313.7	25532.3	32260.9	39051.4	46399.7	54578	65900	86112.4	45240.1	68.38906	296351.1	22454.3	9.832057	.393081	1749	2285890	3891.59	8531.99	13308.2	17237.4	21620.2	26210.2	31456.9	37734	49286.3	25477.2	21.2766	166661.1	13238	12.66482	.416134	1525	1928554	45.17143
"NJ"	1992	43.98359	13003.9	18114.6	22391.4	26275.1	30352.7	34826.1	39740.9	47091.3	60162.2	34307.2	76.92308	261215.4	17334.9	4.626473	.313962	3519	4217337	9403.83	17541.9	24485.5	31449.5	38816.1	46467.1	55385.2	67243.6	89612.6	45341.5	76.92308	261215.4	26196.1	9.529373	.39697	1914	2320739	4891.39	9785.28	14432.1	18911.2	23772.2	28810.1	34751.1	41432.9	54060.2	27695.8	211.5385	140194.9	16754.6	11.05211	.405574	1605	1896599	38.91372
"NJ"	1996	41.96801	12283.9	17424.3	21838.2	26468	30714.1	35987.7	41166.5	49271.9	64318.1	36596.1	40.13762	427039	24393.7	5.235967	.349901	2111	4246590	7546.46	16052.2	23185.5	30207.6	38129.6	46231.7	56385.2	69721.6	96486.1	47294.9	40.13762	427039	41420.4	12.78561	.438968	1112	2288174	4741.06	9553.52	13992.7	18816.2	23598.9	29228	35182	43356.6	58134.1	29178.6	253.4404	326863.5	24462	12.26184	.431099	999	1958416	35.22259
"NJ"	2000	42.38119	12894	18183.7	22799.8	27476.4	32352.7	38091.4	44928.6	52861.1	72546	40558.8	35.52769	444629	32080.4	5.626338	.383083	2185	4431446	8974.82	17042.2	24387.2	31788.4	39554.6	48632.6	59729.4	74683.5	102238	54351.1	156.7398	444629	57095.3	11.39165	.470336	1143	2346570	5061.97	10144.3	15108.6	19800	24803.7	30720.1	37319.6	47293.5	64475	32164.1	35.52769	312230.9	31289.1	12.73713	.4527	1042	2084876	33.80637
"NJ"	2004	41.25216	13079.1	18939.5	24486.6	29240.9	34181.9	40152.8	47108.4	56931.7	75001.9	43026	76.70182	586830.3	41642.2	5.734485	.388521	2594	4134065	9398.83	17326	25799.7	33069.2	40943.6	50317.6	61605.2	81774.9	114922	57766.2	191.7546	476824.6	73182	12.22727	.486041	1368	2222402	4837.06	10358.8	16076.7	20949.5	26244.7	32204	39137.7	47537.1	64471.5	34681.6	76.70182	586830.3	43097.6	13.32865	.470485	1226	1911664	32.77267
"NM"	1964	110.6203	4981.69	8487.92	12870.1	14740.6	16601	20234.7	22654.8	26975.1	39723.1	19026.7	174.4186	174418.6	2675.5	7.973821	.376917	121	303853.1	2718.11	7615.85	11317.3	17831	22011.4	30257.4	39798.3	46538.2	60011.3	28440.7	232.5581	174418.6	4973.92	22.07832	.4885	84	213760.6	561.614	1812.21	3598.21	4895.81	6925.6	12804.4	19033.9	27814.9	36565.2	14450.5	174.4186	46250	2722.44	65.10735	.575397	37	90092.46	96.51744
"NM"	1968	107.0907	6844.48	9813.77	12590.7	15068.9	17627.4	20808.7	24203.1	29526.5	38789.6	20668.5			2643.61	5.667283	.361297			3540.86	9873.26	14004.7	20060.7	24753.7	30851.1	38367.4	46993.8	61509.2	30776			5352.54	17.37126	.448369			794.288	2370.1	4053.05	6058.18	8870.24	12654.9	17804.2	25324.6	31713.7	13635.4			2165.6	39.9272	.511078			91.33368
"NM"	1972	99.8332	7208.24	10588.3	13867.6	16736.1	19969	23465.3	27442.8	33216.8	43176.2	23161.3			11924.4	5.989839	.370784			3866.61	8982.98	13476.7	20698.8	26702.1	34599.1	41088.4	50349.7	68376.6	33605.6			16565.8	17.68386	.452004			1346.4	3384.73	5595.82	8266.87	10972.9	15202.4	19808.7	27469.7	36578.7	15863.9			10223.7	27.16778	.517067			86.07328
"NM"	1976	72.75221	7460.95	10648.6	13993.4	16925.2	20206.3	23312.6	27025.4	32287	41519.9	22989.7			13254.2	5.564961	.345377			3597.36	8926.11	14340.2	20498.8	26880.5	33092.5	39816.7	48437.6	64580.2	31293.2			19287.8	17.95211	.449433			1366.23	3195.36	5419.16	8420.78	11483.1	16023.2	20355.6	27107.9	34874.1	15664.8			14638.7	25.52579	.479729			63.94398
"NM"	1980	49.81332	7425.56	10779.8	14136.9	17281.5	20583.6	23902.3	27945.7	33360.7	40987.6	22814.5	45.85153	164823.1	6563.84	5.519799	.338906	1589	580480	4982.05	10296.9	15616.3	20651.2	25926	33500.4	40467.2	48630	64587.3	31524.5	87.33624	164823.1	11308.8	12.964	.423625	909	329622.6	1620.94	3828.28	6670.06	10275.2	12933.3	17381.1	20493.3	25567.4	32859.3	16086.5	45.85153	83296.94	6090.23	20.27176	.449098	680	250857.5	44.94236
"NM"	1984	41.81021	6536.03	10150.5	13464.4	16373.5	20314.1	24479.4	29019.1	35386.3	45222.5	24166.3	27.68166	135813.1	10534.8	6.918956	.379933	1160	631129.3	3707.56	8096.47	12770.6	19057.3	24886.3	31580.4	37989.9	49219.3	66121.6	31561.9	27.68166	135813.1	16880.8	17.83426	.467313	655	362359.2	2075.6	4690.82	7699.74	11467.7	14570.5	18756	23105.6	29947.1	38678.9	18343.5	34.60208	101989.6	9175.8	18.63504	.457755	505	268770	35.1455
"NM"	1988	36.28374	7106.89	10083.6	12919.3	16029.1	19714.3	23108	28110.5	33958.6	44435.1	23874.7	60.79027	387538	13100.6	6.252398	.391537	1060	736098.5	3645.87	8756.67	14522.8	19755.2	24504.9	30054.5	38112.4	47938.3	64089.8	31153.1	60.79027	387538	20106.3	17.57874	.469294	572	398782.9	1898.52	4655.23	7575.84	10312.4	13819.5	18179.1	21635.6	28192.8	38526.2	17879.2	123.1003	257142.9	11651.8	20.29275	.467977	488	337315.6	29.96094
"NM"	1992	32.2659	7258.51	11040.9	14366.3	17716.1	21362.1	25253.3	29681.4	35944.6	46559.9	25167.4	25.64103	256793.6	14557.5	6.414526	.375527	1096	786827.1	4100.27	9902.53	14496.9	19799	25745	32090.7	40689	50842.5	68598.6	32929.9	25.64103	256793.6	23224.5	16.73026	.46052	613	438839.2	2428.17	5371.84	8840.72	12052.7	15418.7	19471	24610	30441.4	39478.7	19714.8	97.4359	228652.6	14561	16.25862	.459227	483	347987.9	27.38731
"NM"	1996	29.5625	6925.04	10321	13572.1	16873.1	20353.2	24626.5	29930.7	36449.8	50088.9	25778.5	43.57798	467297	19844	7.233012	.405997	1093	830063.8	3968.14	9063.15	13663.9	18457.7	23495.5	29826.9	37467.7	47853.8	68266.6	31788.4	229.3578	347579.1	29391.7	17.20368	.477407	561	436584.3	2755.67	5987	9418	12536.6	15914	20959.7	25356.1	31322	42298.1	21037.7	43.57798	467297	21465.7	15.34948	.46729	532	393479.5	23.34083
"NM"	2000	29.08537	7294.56	11622.7	15387.7	18450.9	22065.1	26752.4	31658.5	38888.7	51223.9	27834.7	20.89864	378581	24608.6	7.022205	.396177	1139	859399.3	5643.85	11099.3	15825.5	21049.1	26616.5	33882.1	41766.6	52117.8	70800	35330.5	47.02194	378581	33115.1	12.54463	.450591	597	454934.5	3651.81	7713.66	11600.7	14790	18270.7	21917.5	27119.3	32573.4	45129.4	22729.5	20.89864	348551.7	23362.2	12.35809	.445961	542	404464.9	23.05653
"NM"	2004	29.10268	8458.8	12288.9	15388.8	19389.8	23001	26921.3	33461.1	41403.4	55355.7	30354.1	191.7546	507900.3	32166.7	6.544155	.412934	1208	881930.4	7431.25	12855.6	17035.7	21901.7	27311	33650.3	41567.9	52820.4	80389.2	38847.7	191.7546	412905.1	46020.4	10.81772	.471367	653	484821.6	3960.84	7861.86	11472.1	14384.3	17276.4	20711	26047.3	34412.4	48321.4	24810.6	191.7546	507900.3	35579	12.19979	.482542	555	397108.7	22.05273
"NY"	1964	133.9058	9922.29	13015.6	15573.6	17817.1	20097.2	22456.4	25869.3	30154.6	38297.1	23031.8	29.06977	308139.5	2614.74	3.859704	.305854	2787	6686962	8705.54	17658.6	23317.7	28929.3	32026.3	36519.3	41505.6	48498.9	61601	36438.1	29.06977	308139.5	5081.1	7.076069	.365366	1789	4310702	2046.44	5673.98	9122.36	12407.3	15657.1	18468.1	22772.5	26623.8	32496.4	17325.8	29.06977	250000	2442.92	15.87948	.40556	998	2376260	116.8442
"NY"	1968	129.9332	10893.5	14349.2	16910.2	19354.5	21826.7	24583.6	28162.4	32658.3	41747.5	25077.1	10.36269	259067.4	3262.41	3.832331	.307602	6028	7900105	7776.66	17713.2	24193.2	28896	33892.4	38851.6	44325.4	52452	67018.8	38396.4	10.36269	259067.4	6140.25	8.617941	.377306	3615	4773550	2292.35	5482.3	9363.78	13673.3	16632.5	19769.9	23556.1	27763.4	34762.7	18411.7	25.90674	259067.4	3242.1	15.16466	.418919	2413	3126555	113.0917
"NY"	1972	119.0703	11967.7	15824	18857.2	21586	24361.3	27322.3	31009.6	36362.8	46317.1	27624.3	43.10345	215517.2	4150.7	3.870176	.30409	5162	7779234	7337.29	17661.8	24611.9	30491.7	36130.9	42100.9	48133	58208.9	74316	41116.5	43.10345	215517.2	7565.97	10.12854	.388025	3077	4657144	2019.45	5345.66	9891.68	14035.8	17938.3	21677.8	26156.1	31499	40247.6	20349.8	51.72414	194073.3	4013.86	19.92998	.432287	2085	3122090	105.0056
"NY"	1976	84.04176	11126.6	14885.4	17841.4	20549.1	23450	26548.5	30312.8	35482.4	44400.8	26557.2	15.82278	321541.1	5134.17	3.99051	.303481	4947	7809986	6398.2	15608.5	22391.1	28371.6	34151.3	40289.6	47056.9	56095	70696.1	38555.2	47.46835	321541.1	9311.98	11.04937	.392267	2906	4638146	1916.26	5059.52	9376.04	13222.6	16684.9	20963.8	25397.6	31036.5	39827.3	19735.5	15.82278	164557	5215.51	20.78387	.436678	2041	3171840	74.20885
"NY"	1980	55.32271	10264.2	14013.6	17047.9	19838.4	22439.7	25317.3	28811.9	33979.1	42649.7	25337.8	8.733624	240174.7	7063.77	4.15519	.307597	5031	8431250	6103	13780	20256.4	25652.6	31163.7	37397.3	43731.2	51458.4	66030.2	35404.8	8.733624	240174.7	11949.2	10.8193	.392478	2785	4743773	2425.82	6048.84	9608.44	13230.3	16606.7	20167.8	24019.3	29134.2	36900.7	19100.1	45.85153	144541.5	7183.45	15.21164	.417709	2246	3687477	48.99498
"NY"	1984	46.65969	9858.99	13829.6	17080.9	20110.3	23222.5	26788.8	30982.1	36777.3	47101.1	26969.3	3.460208	279757.8	10650.7	4.777477	.330628	4578	8417145	5940.93	13254.4	19592	25384.4	31361.7	38123.1	45334.1	54573.3	71628.5	36734.5	3.460208	164359.9	16891	12.05678	.408965	2481	4620661	3002.38	6834.8	10634.6	14379.6	18008	22152.2	26889.1	32201	41658.7	21361.7	3.460208	279757.8	10444.3	13.87523	.424321	2097	3796484	40.17733
"NY"	1988	47.66246	11283.8	15727.9	19497.3	22869.1	26712.8	30708.5	35756.8	42652.8	55347.5	31361.9	3.039514	255948.3	14605.2	4.905041	.339481	5291	8989003	7071.78	15409	22159	28217.1	33866.2	41690.6	49770.5	60725.1	79953.3	41463.3	6.079027	255948.3	22206.3	11.30597	.412166	2878	4953263	3627.58	7938.32	12213.5	16586.7	21153	25780.3	30732	37699	49280.3	25124.4	3.039514	209411.9	14484.4	13.5849	.4332	2413	4035739	40.59696
"NY"	1992	40.46154	11013.8	15641.1	19361.3	23491.8	26857.9	31190.6	36422.4	43531.3	57624	31560	3.846154	294870.5	16793.7	5.231982	.341354	5453	8986844	7272.64	14439.5	21206	27066.2	33677.1	40639.5	49234.8	60587.4	81323.3	40597.8	3.846154	294870.5	25297.3	11.18209	.414933	2855	4751278	4090.87	8634.06	13002.2	17251.5	21980	26944	32348.5	39787.3	53941.3	26694.4	19.23077	229497.4	17909.5	13.18578	.430413	2598	4235566	34.43321
"NY"	1996	39.04232	10238.9	14820.8	18746.6	22879.5	26981	31686.8	37069.7	44896.8	60980.7	34044.9	14.90826	592982.8	31790.5	5.955786	.385064	4127	8907250	6807.91	13329.8	20048.1	26392.8	32805.4	40171.7	48311.3	59868.1	83505.6	43995	14.90826	592982.8	27067.9	12.26597	.474144	2177	4831164	4463.58	8879.02	13458.8	17612.8	22785.2	27765.4	33319.6	41240	55802.7	28549.5	16.05505	463956.4	24629.1	12.50178	.450222	1950	4076086	30.94151
"NY"	2000	38.92173	10340.2	15369.9	19579.8	23877	28351.8	33675.3	40016.6	49393.1	67230.3	37248.1	43.88715	423731.4	35104.3	6.501837	.412447	4317	9344811	7138.97	14936.4	21064.4	27137.2	34015.4	41602.1	51057.6	64890	91543.5	48264.4	104.4932	423731.4	48727	12.82307	.484751	2209	4801233	5114.79	9711.39	14282.2	18678.7	23598.6	28553.9	35344.6	44415.9	62194.3	30797	43.88715	314333.3	30993.8	12.1597	.458041	2108	4543578	29.62571
"NY"	2004	35.24794	10849.6	15471.4	19698	23920.7	28618.7	33673.6	39483.3	49005.7	66712.7	36763.6	1.917546	534247.4	37782.1	6.148863	.402567	4409	8531919	7823.44	14356.3	20591.7	26976.1	33335.7	40224.2	49837.9	65145.5	92082.2	47215.9	29.72196	429967.4	61563.7	11.77004	.490617	2295	4545875	4770.97	9553.18	14116.3	19199.2	23701.9	28479.5	34586.9	44701.5	62341.5	31469.7	1.917546	534247.4	39587.3	13.06684	.480239	2114	3986044	27.43883
"NC"	1964	89.06046	4161.57	6251.25	8473.23	10874.2	13102.6	15671.3	18474.4	21719.1	28335.6	15318.4	11.62791	426744.2	1983.92	6.808873	.376796	854	2088371	3233.58	6773.07	11599.9	15679.1	19294.4	23423.9	28425.9	34136.5	44226.3	23353.7	11.62791	426744.2	4028.77	13.67719	.443812	518	1277042	743.156	1831.59	3610.52	5729.34	8424.72	11932.7	15105.1	17743.8	22373	10471.6	87.2093	41936.05	1546.14	30.10539	.473083	336	811329	76.1779
"NC"	1968	89.70363	5406.04	8450.74	10947.3	13406.6	15439.4	18060.3	20930.8	24131.1	30441.4	17312.8			2082.11	5.630998	.352335			3175.52	7343.62	12664.5	17149.2	20933.9	24977.4	30023.7	35771.1	48746.1	25333.5			4725.15	15.35059	.450232			938.509	2605.43	4693.72	7929.71	10921.4	14213.9	17071.2	20152.2	24347.5	12204.8			1619.32	25.94275	.438856			79.99689
"NC"	1972	89.95992	7584.88	11104.5	13730.5	16435.2	19076.1	22109.4	25502.2	29860.2	37875.8	20870.7			8957.62	4.993593	.33967			4120.76	9304.36	15302.2	19921.8	23997.4	28519.3	34198.5	41682.3	55861.5	28715.3			14112.6	13.55612	.439252			1834.9	4352.66	7128.09	10463.7	13906.8	17042.5	19472.3	23260.9	29587.8	14972.4			7948.79	16.12502	.427998			82.22457
"NC"	1976	66.23228	7408.03	10819	13527.1	16508.8	18739.5	21897.4	25223.6	29094.1	36811.2	20929.4			11481.9	4.969094	.323448			4153.17	9704.77	15449	19923	23971.2	28370.2	33718.9	41208.8	54224.6	28369.4			17683.5	13.0562	.426455			2062.77	4266.16	7267.27	10958.7	14465.4	16998.8	19825.3	24044.3	30211.3	15375.7			11859.2	14.64599	.411299			59.30221
"NC"	1980	46.77598	8119.54	11550.6	14312.1	17199.4	19834.4	22382.8	25453.1	29026.6	35371.5	21423.4	24.01747	241921.4	5812.06	4.356343	.306309	1687	2987164	4714.15	10699.2	15697.3	19789.5	24248.3	28734.9	35396.2	43745.7	56189.9	29075.8	24.01747	241921.4	10888.7	11.91941	.426133	905	1620325	2261.62	5268.42	7925.44	11517.1	14366.8	16968.8	19909.4	23090.3	28481.5	15311.4	32.75109	121179	5148.29	12.59341	.395473	782	1366839	43.30655
"NC"	1984	39.02301	7663.63	11376.9	14554.8	17410.5	19824.8	22971	26776.3	31096.2	39579.8	22555.3	17.30104	165570.9	8399.29	5.164629	.330515	1599	3237157	4391.42	10673.5	16037.8	19527.6	24490.9	29761.2	37302.5	45697.1	60012.1	30458.9	50.17301	165570.9	14382.3	13.66576	.430081	834	1702018	2717.62	5908.22	9218.87	12258.2	15258.1	18354.8	21604.3	25815.1	32851.5	16891.8	17.30104	80276.82	7644.78	12.08833	.406874	765	1535139	34.29896
"NC"	1988	38.77979	9090.67	12927.5	16186.9	19337.4	22355.6	25767.3	29612.9	34811.1	44286.7	25517.1	9.118541	211335.9	11180.8	4.871665	.329668	3270	3532630	5564.92	12300.7	17316.7	21917.1	26553.2	32035.9	38856.2	47315.4	63156.2	32718.2	28.87538	203203.6	18269.8	11.34899	.419894	1675	1833766	3114.24	6816.21	10583.5	13716.2	16830.3	20158.5	24055.9	29323.5	37411.8	19526.2	9.118541	211335.9	10836	12.01314	.408795	1595	1698864	33.97507
"NC"	1992	33.01	9013.8	12905.3	16007	18959.6	22396.5	26054.9	30467.8	36127.5	45749.1	25747.8	96.15385	224902.6	13175.8	5.075451	.335063	3213	3603814	6545.23	12575.8	17454.7	22179.6	26751	32181.7	39213.7	48261.6	65259.9	32922.1	128.2051	224902.6	21035.4	9.970604	.414655	1667	1883488	3710.09	7416.4	11205.6	14467.1	17610	21036.1	25522.4	31203.7	40300.1	20801	96.15385	167093.6	13098.7	10.8623	.409234	1546	1720326	28.71346
"NC"	1996	32.73154	9883.98	13768.6	17277.5	20529.2	23873.7	27749.3	31890.8	38492.4	50362.4	28541.9	20.6422	430034.4	19497.3	5.095356	.357527	1666	4055262	6605.28	13084.7	17288.1	22863	27743.1	33171.5	40877.8	50445.5	69541.6	36019.5	20.6422	430034.4	34393.9	10.52818	.444823	866	2166900	4433.73	8576.01	12410.1	15672	19113.6	22675.5	27116.6	33710.1	44502.5	22917.2	114.6789	172841.7	18804.3	10.03726	.404635	800	1888362	27.3781
"NC"	2000	33.21724	10289.5	15074.1	18591.2	21938.3	25554.5	29779.4	34990.7	42069.3	55615.6	31788.9	104.4932	334768	25447.1	5.405083	.373025	1767	4109618	8795.19	15477.9	20583.1	25686.8	30791.8	36530.5	44338.6	55120.7	78994.3	41385.9	104.4932	334768	44831.1	8.981533	.442458	928	2159784	5024.61	9593.79	13900.4	17080.8	20534.8	24680.6	29863.1	36767.5	48703.1	25473.3	190.1776	265711.6	24152.8	9.692912	.417844	839	1949834	26.70272
"NC"	2004	29.93193	9291.44	13650.9	17489.8	21539.1	25416.8	29167.1	34546.9	43572	56285.6	31219	3.835091	494954	27256.6	6.057791	.389628	2067	4054051	7990.62	13841	18988.9	24036.2	29115.5	36359.6	44332.9	56667.3	80685.8	41639.1	199.4247	494954	51637.5	10.09756	.48015	1075	2134617	4677.94	9266.44	13061.7	16755.5	20034.4	24116.1	28814	36806.3	51173.7	25418.6	3.835091	161697	22872.2	10.93937	.441379	992	1919433	24.36894
"ND"	1964	114.7076	4160.5	6693.75	9099.07	10734.4	14445.3	17775.9	19612.4	26122	34545.5	19729.7	290.6977	104651.2	3015.17	8.303208	.505243	64	146459.6	5317.73	9597.48	16138.7	16587.5	20711	20356.3	27185.9	53747.3	59586.7	33082.7	465.1163	104651.2	5898.48	11.20529	.49896	46	101160.6	674.688	1442.15	4069.47	7343.94	10458.1	14201.2	15669.5	20179.6	27450.3	12079.7	290.6977	50052.32	1871.97	40.68592	.489685	18	45298.98	83.9843
"ND"	1968	102.0409	6542.91	9148.66	12032.2	14510.3	17319.2	19649.4	22423.1	28294.9	37625.7	19693.9			2354.41	5.750606	.38151			3066.09	9157.1	15524	20473.3	26054.6	31726.3	36405.7	49972.6	62996.1	31465.2			4568.62	20.54607	.480698			592.224	1963.04	3035.97	4839.86	8202.5	12598.6	16003.2	19233	26562.5	11450.7			1827.11	44.85212	.509268			89.73678
"ND"	1972	93.82242	8300.2	11535.1	14301.8	17042.6	19708.9	22467.9	25963.5	31896	42100.1	21766.8			11049.5	5.072179	.380565			4223.38	10032.7	16913.7	22080.5	27577.1	33780.3	39101.7	47299.9	64519.4	33122.1			16530.3	15.27672	.500538			1213.64	3135.99	4927.37	8120.79	11185.6	15285.2	18655.7	23496.3	31183.5	14435.7			8988.97	25.69419	.483323			84.95216
"ND"	1976	73.36423	8566.63	11771.4	14599.5	17408	19991.5	22988	26177.9	31561.1	41330.1	23183.1			13959.6	4.824546	.351806			3728.52	10166.9	16301.2	22418.3	27964.7	32990.9	38428.3	46858.3	63254.1	31988.3			20515.4	16.96494	.455812			1201.52	2688.27	4680.37	8026.88	10722.5	14283.6	17451.8	22183.7	29881.5	13901.2			12831.9	24.86975	.482904			63.26424
"ND"	1980	49.69716	7960.92	11756.7	14708	17576.6	20199.8	22938	26626.5	30734.1	39039.2	22761.3	4.366812	244781.7	6987.78	4.903855	.345547	1343	341563.2	4519.71	10096.6	15704.6	21922.6	26712.7	31586.9	37742.2	46152.8	60066.8	31145.8	67.68559	244781.7	11895.3	13.28997	.449755	753	193257.6	1400.03	3534.64	5846.69	8327.52	10684.6	14216.7	17832.4	21948.9	28870.3	13833.4	4.366812	148056.8	5797.61	20.6212	.469631	590	148305.6	44.10437
"ND"	1984	40.69757	7695.67	11219.5	14641.1	17745.6	20939.8	23980.5	27716.5	32520.1	39628.6	23523.2	38.06228	247958.5	9570.3	5.149467	.359736	1007	336892.6	3779.58	9171.39	15202.7	21498.3	26950.9	33131.3	38977.4	48147.8	62064.1	32016.4	43.25259	247958.5	16826.1	16.4209	.472761	570	191803.9	1491.08	3639.22	6164.24	8775.85	11604.1	15315.2	19161.6	24649.4	33125.9	15265	38.06228	96885.81	8136.89	22.21604	.482094	437	145088.7	36.22803
"ND"	1988	36.02188	8384.75	12254.3	15046.9	18145.2	20895.3	24227.5	27979.8	33067.7	40354.5	23702.4	3.039514	167060.8	10429.8	4.812845	.334298	1144	351089.9	4433.6	10058.4	15220.3	20886.4	26594	32460.8	39098.2	46962.2	60399.8	31452.6	4.559271	167060.8	18928	13.6232	.446277	628	194459.1	1875.2	4392.26	6639.26	9566.88	12856.7	16617	20082.4	25811.8	33992.9	16092.9	3.039514	117933.1	9373.53	18.12761	.461748	516	156630.7	31.75578
"ND"	1992	31.19385	8859.96	12811.6	15833	18299.6	21272.8	24271.4	27715.5	32931	42348.6	24331.2	2.564103	161794.9	12422.4	4.779773	.334651	1110	355036.9	4004.45	9153.59	15885.3	21233.9	25576.6	30585.7	36961.7	44675.6	58702.1	30383.4	2.564103	161794.9	20145.9	14.65922	.439172	572	184904.8	2143.77	5487.37	7601.76	10347.2	14113.4	17423.5	21192.4	26242.7	33824.4	16993.3	2.564103	130421.8	11989.9	15.778	.448387	538	170132.1	27.27282
"ND"	1996	29.66984	9418.46	13436.6	16799.2	19769.3	22682.7	26069.5	29860.9	34493.9	42576.3	25872.1	68.80734	422623.9	16617.5	4.520516	.327459	891	367483.9	4276.57	11027	17079.4	22389.8	26677.2	31660.9	37589.9	45795.1	59314.8	32077	68.80734	422623.9	28302.5	13.86971	.433923	466	195214.6	2921.05	6523.59	9381.75	12217.4	15496.7	18821.8	22375.5	27201.6	34971.1	18179	68.80734	126263.8	13166	11.9721	.412085	425	172269.3	26.01227
