fips;year;GDP;GDPpc;Private;Agriculture;Farms;Mining;Utilities;Construction;Manufacturing;Finance_Insurance;Legal;Education;Health;Government;Government_federal;Government_military;Government_statelocal;cpideflator;statecpi;Private_share;Agriculture_share;Farms_share;Mining_share;Utilities_share;Construction_share;Manufacturing_share;Finance_Insurance_share;Legal_share;Education_share;Health_share;Government_share;Government_federal_share;Government_military_share;Government_statelocal_share
12;1984;158808;14384.81;138332;3963;2850;1268;4084;9742;18055;32195;2206;714;8425;20477;3411;3678;13388;.578;.5574;87.10645;2.495466;1.79462;.7984484;2.571659;6.134452;11.36907;20.27291;1.389099;.4495995;5.305148;12.89419;2.147877;2.316004;8.430305
12;1988;226571;18410.79;196685;5660;3815;818;5881;13713;22512;45799;3947;1026;13482;29885;4732;4564;20589;.658;.6397;86.80943;2.498113;1.683799;.3610347;2.595654;6.052407;9.935958;20.21397;1.742059;.4528382;5.950453;13.19013;2.088529;2.01438;9.087217
12;1992;283800;20790.37;242601;6237;3915;774;8256;12517;25305;57780;4620;1394;20913;41199;6554;5454;29191;.78;.7497;85.48309;2.197675;1.379493;.2727273;2.909091;4.410501;8.916491;20.35941;1.627907;.491191;7.368922;14.51691;2.309373;1.921776;10.28576
12;1996;362950;24435.55;314885;6695;3744;771;9873;17547;28537;75085;5772;1878;25897;48065;7519;5162;35384;.872;.8389;86.75713;1.844607;1.031547;.2124259;2.720209;4.83455;7.862515;20.68742;1.590302;.5174267;7.135143;13.24287;2.071635;1.422234;9.749002
12;2000;471316;29489.73;414047;5815;3918;653;9429;26117;29966;29910;7677;2944;32955;57268;8747;5301;43220;.957;.9346;87.84913;1.233779;.8312894;.1385482;2.000569;5.541293;6.357943;6.346061;1.628844;.624634;6.992124;12.15066;1.855867;1.124723;9.170069
12;2004;607284;34907.07;534626;5967;4127;773;11281;41931;31237;42209;9866;4308;44969;72658;11215;7700;53743;1.043;;88.03558;.9825716;.6795832;.1272881;1.857615;6.904677;5.143722;6.950455;1.624611;.709388;7.404937;11.96442;1.846747;1.267941;8.84973
13;1964;11283;4283.599;9484;427;374;76;254;520;2933;1287;58;44;209;1799;512;560;727;.172;.1723;84.05566;3.784455;3.314721;.6735797;2.251174;4.608703;25.99486;11.40654;.5140477;.3899672;1.852344;15.94434;4.5378;4.963219;6.443322
13;1968;16475;5778.674;13713;457;396;91;366;817;4324;1822;83;77;335;2762;754;740;1268;.193;.1935;83.23521;2.7739;2.403642;.5523521;2.221548;4.959029;26.24583;11.05918;.5037936;.4673748;2.033384;16.7648;4.576631;4.491654;7.69651
13;1972;24681;5134.226;20833;690;594;130;562;1385;5840;3126;150;150;548;3848;1051;768;2029;.232;.2327;84.40906;2.795673;2.40671;.5267209;2.277055;5.611604;23.66193;12.66561;.6077549;.6077549;2.220331;15.59094;4.258337;3.111705;8.220899
13;1976;36489;7118.201;30531;1093;961;194;972;1553;8206;4671;220;199;969;5958;1568;976;3414;.316;.3098;83.67179;2.995423;2.63367;.5316671;2.663816;4.256077;22.48897;12.80112;.6029214;.5453699;2.655595;16.32821;4.297185;2.674779;9.356244
13;1980;56314;10308.29;47153;828;640;345;1407;2527;12368;7372;451;288;1687;9161;2227;1603;5330;.458;.4374;83.73228;1.470327;1.136485;.6126363;2.498491;4.487339;21.96257;13.09088;.8008665;.5114181;2.995703;16.26771;3.954612;2.846539;9.464787
13;1984;88641;15191.21;75705;1946;1640;483;2666;4308;18847;12036;861;415;2832;12936;3202;2379;7355;.578;.5514;85.4063;2.195372;1.85016;.5448946;3.007638;4.860054;21.26217;13.57837;.9713338;.4681806;3.19491;14.5937;3.612324;2.68386;8.297515
13;1988;126149;19972.34;108456;2131;1635;776;3677;6444;25052;18187;1556;623;5048;17693;4124;2847;10722;.658;.6358;85.97453;1.689272;1.296086;.6151456;2.914807;5.108245;19.85906;14.41708;1.233462;.4938604;4.001617;14.02548;3.26915;2.256855;8.499473
13;1992;158265;23215.53;135196;2693;2077;645;5174;5506;29790;23038;2081;934;8478;23069;5453;3715;13901;.78;.7497;85.42381;1.701576;1.312356;.4075443;3.2692;3.478975;18.82286;14.5566;1.314883;.5901495;5.356838;14.57619;3.445487;2.347329;8.78337
13;1996;215128;28679.65;186817;3622;2662;1087;5359;9397;39003;30770;2465;1304;10765;28310;6120;3867;18323;.872;.8464;86.83993;1.683649;1.237403;.5052806;2.491075;4.368097;18.13014;14.30311;1.145829;.6061507;5.003998;13.15961;2.844818;1.797534;8.517255
13;2000;290887;35532.73;256397;3036;2219;1052;5871;14349;45967;15973;3184;1615;14443;34490;7153;4499;22838;.957;.9523;88.14317;1.043704;.7628392;.3616525;2.01831;4.932843;15.80236;5.491136;1.094583;.5551984;4.965158;11.85684;2.45903;1.546649;7.851159
13;2004;338470;38334.5;294939;3674;2844;1206;7399;16804;44403;22343;4339;2722;19657;43531;8902;6575;28055;1.043;;87.13889;1.085473;.8402517;.3563093;2.186013;4.964694;13.11874;6.601176;1.281945;.8042071;5.807605;12.86111;2.630071;1.942565;8.28877
15;1964;2568;6356.436;1810;119;111;5;51;165;201;423;11;12;58;757;239;346;172;.172;;70.48286;4.633956;4.32243;.1947041;1.985981;6.425234;7.827103;16.47196;.4283489;.4672897;2.258567;29.47819;9.306853;13.47352;6.697819
15;1968;3707;8444.191;2628;135;125;5;64;254;259;568;14;16;87;1079;360;433;286;.193;;70.89291;3.641759;3.371999;.13488;1.726463;6.851902;6.986782;15.32236;.3776639;.4316159;2.346911;29.10709;9.711357;11.6806;7.715134
15;1972;5613;6782.164;3993;163;145;7;99;406;314;879;29;29;152;1620;462;684;474;.232;;71.13843;2.903973;2.583289;.1247105;1.763763;7.233209;5.594156;15.66008;.5166578;.5166578;2.707999;28.86157;8.230892;12.186;8.444682
15;1976;8502;9424.989;6060;213;185;0;146;539;462;1379;45;43;262;2442;616;1031;795;.316;;71.27734;2.505293;2.175959;0;1.717243;6.339685;5.434016;16.21971;.5292872;.5057634;3.081628;28.72265;7.245354;12.12656;9.350741
15;1980;13337;13825.15;9953;431;382;2;191;838;689;2533;107;72;452;3385;897;1341;1146;.458;;74.62698;3.231611;2.864212;.0149959;1.432106;6.283272;5.16608;18.99228;.8022794;.5398515;3.389068;25.38052;6.72565;10.05474;8.592637
15;1984;18554;18049.99;13666;378;312;6;301;777;810;3841;225;118;717;4888;1287;2029;1573;.578;;73.65527;2.037297;1.681578;.032338;1.622292;4.187776;4.365635;20.70173;1.212677;.6359814;3.864396;26.34472;6.93651;10.93565;8.477956
15;1988;25733;23830.6;19913;457;338;14;493;1388;1070;5399;362;154;1114;5820;1493;2341;1986;.658;;77.38313;1.77593;1.313488;.0544049;1.915828;5.393852;4.158085;20.98084;1.406754;.5984533;4.329072;22.61687;5.801888;9.097268;7.717717
15;1992;35204;30384.61;27422;484;291;39;578;2201;1227;7726;437;246;1754;7782;1732;2797;3254;.78;;77.89455;1.374844;.8266106;.1107829;1.641859;6.252131;3.485399;21.94637;1.241336;.6987842;4.982388;22.10544;4.919896;7.94512;9.243268
15;1996;36959;30703.09;28981;462;269;47;950;1694;1106;8096;478;329;2021;7978;1818;2713;3447;.872;;78.41392;1.250034;.7278336;.1271679;2.570416;4.583457;2.992505;21.90536;1.293325;.8901756;5.468222;21.58608;4.918964;7.340567;9.326551
15;2000;40202;33182.64;31505;365;277;28;829;1863;781;1844;593;403;2653;8697;2244;2878;3575;.957;;78.36674;.9079151;.6890205;.0696483;2.062087;4.634098;1.942689;4.586836;1.475051;1.002438;6.599174;21.63325;5.581812;7.158848;8.892592
15;2004;50414;39921.13;38890;399;334;35;873;2644;865;2241;519;531;3378;11524;2784;4077;4663;1.043;;77.14127;.7914468;.6625144;.0694252;1.731662;5.244575;1.715793;4.445194;1.029476;1.053279;6.70052;22.85873;5.522275;8.087039;9.249414
16;1964;1942;5124.011;1672;220;208;35;64;109;324;214;9;5;45;269;68;45;156;.172;.1903;86.09681;11.32853;10.71061;1.802266;3.295572;5.612771;16.68383;11.01957;.4634398;.2574665;2.317199;13.8517;3.501545;2.317199;8.032956
16;1968;2491;6274.559;2144;285;268;38;84;136;434;249;12;7;62;347;89;42;216;.193;.2094;86.06985;11.44119;10.75873;1.525492;3.37214;5.459655;17.42272;9.995986;.4817342;.2810116;2.48896;13.93015;3.572862;1.68607;8.671216
16;1972;3768;4936.919;3229;479;447;34;95;223;639;427;18;15;100;539;131;80;328;.232;.2465;85.69533;12.71231;11.86306;.9023355;2.521231;5.918259;16.9586;11.33227;.477707;.3980892;2.653928;14.30467;3.476645;2.123142;8.704884
16;1976;6576;7673.467;5666;702;649;73;157;494;1132;894;34;19;185;910;207;122;581;.316;.3194;86.1618;10.67518;9.869222;1.110097;2.38747;7.512166;17.21411;13.59489;.5170316;.2889294;2.81326;13.8382;3.14781;1.855231;8.835158
16;1980;9826;10407.5;8481;965;896;310;261;509;1611;1380;62;32;323;1346;318;159;868;.458;.4534;86.31183;9.820884;9.118665;3.154895;2.656218;5.180134;16.39528;14.04437;.6309791;.3256666;3.287197;13.69835;3.236312;1.618156;8.833707
16;1984;12483;12598.77;10683;1129;1018;266;416;558;2053;1632;95;48;472;1799;418;244;1137;.578;.5444;85.58039;9.0443;8.155091;2.130898;3.332532;4.470079;16.44637;13.07378;.761035;.3845229;3.781142;14.4116;3.348554;1.954658;9.108387
16;1988;15127;15346.77;12862;1230;1050;195;430;662;2798;1845;139;61;688;2264;516;293;1455;.658;.6102;85.02677;8.131156;6.941231;1.289086;2.842599;4.376281;18.49673;12.19673;.9188868;.4032525;4.548159;14.96662;3.411119;1.936934;9.618563
16;1992;20332;18971.99;17187;1552;1315;175;644;1162;3355;2573;163;85;1053;3145;682;308;2154;.78;.7242;84.53177;7.633287;6.467637;.8607122;3.167421;5.715129;16.50108;12.65493;.8016919;.4180602;5.179028;15.46823;3.354318;1.514853;10.59414
16;1996;28152;23399.88;24249;1792;1499;247;1025;1810;5687;3458;197;107;1391;3904;734;304;2865;.872;.8069;86.13598;6.365445;5.324666;.87738;3.640949;6.429383;20.20105;12.28332;.6997727;.3800796;4.941034;13.86758;2.607275;1.079852;10.1769
16;2000;34989;27040.39;30162;1854;1389;147;645;2106;5717;1426;269;161;2082;4827;884;373;3570;.957;.9185;86.20424;5.298808;3.969819;.420132;1.843436;6.019034;16.33942;4.075567;.7688131;.4601446;5.950441;13.79576;2.526508;1.066049;10.20321
16;2004;42626;30594.39;36534;2457;2006;159;800;2397;5563;2007;302;255;2897;6092;1065;582;4446;1.043;;85.70825;5.764088;4.706048;.3730118;1.876789;5.623329;13.05072;4.708394;.7084877;.5982264;6.796321;14.29175;2.498475;1.365364;10.43025
17;1964;42602;6633.759;39124;1008;917;400;1138;1932;13456;6378;330;217;967;3478;795;340;2344;.172;.1857;91.83607;2.366086;2.152481;.9389231;2.671236;4.534998;31.58537;14.97113;.7746115;.5093657;2.269846;8.163936;1.86611;.7980846;5.502089
17;1968;56521;8477.727;51443;1264;1142;401;1402;2841;17594;8042;431;341;1429;5078;1117;479;3482;.193;.2116;91.01573;2.236337;2.020488;.7094708;2.480494;5.02645;31.12825;14.22834;.7625484;.6033156;2.528264;8.984271;1.976257;.8474726;6.160542
17;1972;73756;6551.366;66193;1743;1553;454;1960;3621;20760;11060;612;614;2179;7563;1503;565;5495;.232;.2558;89.74592;2.363198;2.105591;.6155431;2.657411;4.909431;28.14686;14.99539;.829763;.8324746;2.954336;10.25408;2.0378;.7660394;7.450242
17;1976;105052;9247.313;94229;3082;2816;910;2860;4752;27874;16008;869;741;3760;10823;2048;786;7989;.316;.3462;89.69749;2.933785;2.680577;.8662377;2.722461;4.523474;26.53353;15.23817;.8272094;.7053649;3.57918;10.30252;1.949511;.7482009;7.604805
17;1980;146414;12812.53;131823;2829;2486;1743;3856;6456;36358;24726;1611;954;6158;14591;2803;1045;10742;.458;.4959;90.03442;1.932192;1.697925;1.19046;2.633628;4.409414;24.83232;16.88773;1.100305;.6515771;4.205882;9.965577;1.914434;.7137296;7.33673
17;1984;194740;17064.2;175605;3414;2877;1998;6590;7623;40504;37076;2671;1345;9138;19135;3845;1640;13651;.578;.6134;90.17408;1.753107;1.477354;1.025983;3.383999;3.91445;20.79901;19.03872;1.371572;.6906645;4.69241;9.825922;1.974427;.8421485;7.009859
17;1988;251086;22044;227107;2392;1510;1533;8459;11351;50616;47556;4458;1693;12026;23978;4824;1909;17245;.658;.7032;90.44988;.9526616;.6013876;.6105478;3.368965;4.520762;20.15883;18.94012;1.775487;.674271;4.789594;9.549716;1.921254;.7602973;6.868165
17;1992;303989;25994.89;272461;4262;3113;1420;9719;12440;55101;61028;6066;2290;17168;31528;6333;1972;23223;.78;.8367;89.62857;1.402024;1.02405;.4671222;3.197155;4.092253;18.12598;20.07573;1.995467;.7533168;5.647573;10.37143;2.083299;.6487077;7.639421
17;1996;377271;31174.28;340246;5143;3776;1262;11534;15410;67983;76761;6621;2969;19867;37026;6917;2166;27942;.872;.9459;90.1861;1.363211;1.000872;.3345076;3.057219;4.084597;18.01967;20.34638;1.754972;.7869675;5.265976;9.814165;1.83343;.5741231;7.406347
17;2000;464194;37376.85;420157;2090;1761;1151;10428;20685;68990;45362;8408;4019;26775;44037;7594;2450;33992;.957;1.0647;90.51324;.4502428;.3793673;.2479567;2.246475;4.456111;14.86232;9.772207;1.811312;.8658018;5.768063;9.486766;1.635954;.5277966;7.3228
17;2004;534429;42035.89;478738;5360;5022;1374;12073;24722;70385;50454;11252;5385;34588;55691;8681;3109;43902;1.043;;89.57935;1.00294;.9396945;.2570968;2.259047;4.625872;13.17013;9.44073;2.105425;1.007617;6.471954;10.42065;1.62435;.5817424;8.214748
18;1964;16787;5900.527;15404;528;495;105;496;816;7005;1734;75;66;329;1383;260;86;1037;.172;.1886;91.76148;3.145291;2.94871;.625484;2.954667;4.860904;41.72872;10.32942;.4467743;.3931614;1.95985;8.238518;1.548818;.5123012;6.177399
18;1968;22740;7469.977;20765;709;665;110;631;1141;9188;2484;103;99;509;1975;381;109;1484;.193;.2125;91.31487;3.117854;2.924362;.4837291;2.774846;5.01759;40.40457;10.92348;.4529464;.4353562;2.238347;8.685137;1.675462;.4793316;6.525946
18;1972;29977;5660.172;27148;945;879;178;844;1330;11466;3450;149;162;808;2829;536;158;2135;.232;.2535;90.56277;3.152417;2.932248;.5937886;2.815492;4.436735;38.24932;11.50882;.4970477;.5404143;2.6954;9.437235;1.788038;.5270708;7.122127
18;1976;43739;8142.712;39749;1902;1806;267;1259;1829;15274;6086;221;193;1423;3990;756;208;3026;.316;.3394;90.87771;4.348522;4.129038;.6104392;2.878438;4.181623;34.92078;13.91436;.5052699;.4412538;3.253389;9.122293;1.728435;.4755481;6.918311
18;1980;58687;10689.38;52808;1729;1592;498;1670;2664;19224;8159;379;256;2421;5879;1118;269;4492;.458;.4806;89.98245;2.946138;2.712696;.8485695;2.845605;4.539336;32.75683;13.90257;.6457989;.4362125;4.125275;10.01755;1.905022;.4583639;7.654165
18;1984;78559;14392.49;70757;2087;1872;706;2765;2844;25496;10998;531;400;3681;7802;1483;476;5843;.578;.5912;90.06861;2.656602;2.382922;.8986876;3.519648;3.620209;32.45459;13.99967;.6759251;.5091714;4.68565;9.931389;1.887753;.605914;7.437722
18;1988;98740;17979.77;88424;1231;892;626;3497;4489;31054;12517;803;525;5217;10315;1965;605;7746;.658;.6729;89.55236;1.246709;.9033826;.6339883;3.541625;4.546283;31.45027;12.67673;.8132469;.5316994;5.283573;10.44663;1.990075;.6127203;7.844845
18;1992;123570;21776.19;109709;2116;1680;632;3776;5408;37862;16570;998;757;7704;13861;2731;687;10443;.78;.7991;88.78288;1.71239;1.359553;.511451;3.055758;4.376467;30.64012;13.4094;.8076394;.6126083;6.234523;11.21712;2.210083;.5559602;8.45108
18;1996;155512;26331.13;139345;2715;2163;675;4473;7289;48772;20727;1155;896;9103;16166;2763;487;12917;.872;.9012;89.60402;1.745846;1.390889;.4340501;2.876305;4.687098;31.36221;13.32823;.742708;.5761613;5.853568;10.39534;1.776712;.3131591;8.306111
18;2000;194419;31974.26;175457;1216;1062;652;4417;8638;57894;11337;1478;1192;12294;18962;3046;546;15370;.957;1.0102;90.24684;.6254533;.5462429;.3353582;2.271897;4.442981;29.77795;5.83122;.7602138;.6131088;6.323456;9.753162;1.566719;.2808368;7.905606
18;2004;228329;36605.45;206582;3226;3031;814;5130;9906;64564;13257;1759;1642;16227;21747;3219;917;17610;1.043;;90.47559;1.412874;1.32747;.3565031;2.246758;4.338477;28.27674;5.806096;.7703796;.7191377;7.10685;9.524414;1.409808;.4016135;7.712555
19;1964;8214;5054.769;7425;1112;1043;33;229;400;1941;973;48;38;211;789;140;31;617;.172;.191;90.39445;13.53786;12.69783;.4017531;2.787923;4.869735;23.63039;11.84563;.5843682;.4626248;2.568785;9.605552;1.704407;.3774044;7.511566
19;1968;11135;6655.708;10020;1420;1323;36;305;582;2731;1331;59;61;309;1115;174;33;908;.193;.2156;89.98653;12.75258;11.88145;.3233049;2.739111;5.226762;24.52627;11.9533;.5298608;.5478222;2.775034;10.01347;1.56264;.2963628;8.154468
19;1972;15022;5251.519;13374;2046;1921;45;397;678;3533;1796;98;92;481;1648;247;46;1355;.232;.2582;89.02943;13.62002;12.78791;.2995606;2.642791;4.513381;23.51884;11.9558;.6523765;.6124351;3.20197;10.97058;1.644255;.3062176;9.020103
19;1976;24339;8381.862;21790;2682;2516;62;599;1178;5828;3727;147;121;803;2549;367;60;2122;.316;.3453;89.5271;11.01935;10.33732;.2547352;2.461071;4.839969;23.94511;15.31287;.6039689;.4971445;3.299232;10.4729;1.507868;.2465179;8.718517
19;1980;34032;11679.56;30404;3389;3227;74;773;1471;8601;4994;242;165;1386;3629;519;80;3030;.458;.4894;89.33945;9.958275;9.482252;.2174424;2.271392;4.322402;25.27327;14.67442;.7110955;.4848378;4.072638;10.66349;1.525035;.2350729;8.903385
19;1984;41031;14353.37;36370;3834;3553;84;1288;1330;9721;5899;386;240;1899;4661;695;152;3814;.578;.597;88.6403;9.344154;8.659307;.2047233;3.13909;3.241452;23.69184;14.37693;.9407521;.5849236;4.628208;11.3597;1.693841;.3704516;9.295411
19;1988;48891;17660.57;42756;2694;2321;99;1648;1571;12663;6629;534;316;2509;6135;904;218;5013;.658;.6711;87.45168;5.510217;4.747295;.2024913;3.370764;3.21327;25.90047;13.55873;1.092226;.6463357;5.131824;12.54832;1.849011;.4458898;10.25342
19;1992;61313;21754.53;53556;4592;4119;135;1546;2248;14812;8653;497;436;3532;7757;1260;250;6247;.78;.7936;87.34853;7.489439;6.717988;.2201817;2.521488;3.666433;24.15801;14.11283;.8105948;.7111053;5.760605;12.65148;2.055029;.4077439;10.1887
19;1996;77244;26820.83;68235;5949;5515;178;1801;2991;18623;11206;527;518;4193;9009;1331;275;7403;.872;.8955;88.33696;7.701569;7.139713;.2304386;2.331573;3.872145;24.10932;14.50728;.6822537;.6706023;5.428253;11.66304;1.723111;.3560147;9.583916
19;2000;90186;30818.87;79499;2449;2252;181;2029;3401;19951;8822;691;727;5826;10687;1429;330;8927;.957;1.0014;88.15005;2.715499;2.497062;.2006963;2.249795;3.771095;22.12206;9.782006;.7661943;.8061118;6.459983;11.84995;1.584503;.3659104;9.898432
19;2004;111937;37887.58;99040;6825;6550;200;2393;4218;23485;10988;752;926;7495;12897;1516;602;10780;1.043;;88.47834;6.09718;5.851506;.1786719;2.13781;3.768191;20.98055;9.816236;.6718065;.827251;6.695731;11.52166;1.354333;.5378025;9.630417
20;1964;6438;4884.674;5492;455;422;353;236;299;1236;675;32;16;172;946;162;228;555;.172;.1912;85.30599;7.067412;6.554831;5.483069;3.665735;4.6443;19.19851;10.48462;.4970488;.2485244;2.671637;14.694;2.516309;3.541472;8.620689
20;1968;8502;6316.493;7266;559;511;394;302;416;1736;888;43;25;263;1236;205;247;784;.193;.2151;85.46224;6.574924;6.010351;4.634204;3.552105;4.892966;20.41872;10.4446;.5057634;.2940485;3.09339;14.53776;2.411197;2.905199;9.221359
20;1972;12131;5378.349;10316;1222;1151;375;379;556;2197;1329;76;44;425;1815;293;396;1126;.232;.2578;85.03833;10.07337;9.488089;3.091254;3.124227;4.583299;18.11063;10.9554;.6264941;.3627071;3.503421;14.96167;2.4153;3.264364;9.282004
20;1976;19262;8379.72;16676;1400;1304;881;568;962;3367;2803;108;51;694;2586;428;468;1689;.316;.3448;86.5746;7.268197;6.769806;4.573772;2.948811;4.994289;17.48001;14.55197;.5606894;.26477;3.602949;13.4254;2.221992;2.429654;8.768559
20;1980;28247;11947.62;24558;1334;1237;1554;891;1378;5325;3906;173;73;1186;3690;597;631;2462;.458;.4892;86.94021;4.722625;4.379226;5.501469;3.154317;4.878394;18.85156;13.82802;.6124544;.2584345;4.198676;13.06333;2.113499;2.233865;8.71597
20;1984;38441;15857.72;33387;1935;1790;1684;1667;1594;6855;5310;283;103;1705;5054;773;928;3352;.578;.6024;86.85258;5.033688;4.656487;4.380739;4.336516;4.146614;17.83252;13.81338;.7361931;.2679431;4.435369;13.14742;2.010874;2.414089;8.719856
20;1988;46268;18792.42;39748;2007;1780;1023;2044;1807;8627;6026;407;152;2298;6520;1055;1158;4307;.658;.6812;85.90819;4.337771;3.847151;2.211031;4.41774;3.905507;18.64572;13.02412;.8796576;.3285208;4.966716;14.09181;2.280194;2.50281;9.308809
20;1992;56091;22149.4;47617;2791;2498;859;1861;2012;10072;7434;432;208;3343;8474;1354;1454;5666;.78;.805;84.89241;4.975843;4.453477;1.53144;3.317823;3.587028;17.95654;13.25346;.770177;.370826;5.959958;15.10759;2.413934;2.592216;10.10144
20;1996;67965;25994.87;58184;3098;2753;1329;2077;2872;11874;8448;452;292;3945;9782;1492;1211;7078;.872;.902;85.60877;4.558228;4.050614;1.955418;3.055985;4.225704;17.47076;12.42993;.6650482;.4296329;5.804458;14.3927;2.195248;1.781799;10.41418
20;2000;82812;30803.25;71560;1652;1455;1067;1726;3586;13808;4748;571;433;5338;11252;1713;1335;8203;.957;1.0083;86.4126;1.99488;1.756992;1.288461;2.084239;4.33029;16.67391;5.733469;.6895136;.5228711;6.445926;13.5874;2.068541;1.612085;9.905569
20;2004;98426;35980.96;84257;3130;2885;1697;2188;3780;13325;5775;639;492;7045;14169;1930;1928;10310;1.043;;85.60442;3.180054;2.931136;1.724138;2.22299;3.840449;13.53809;5.867352;.6492187;.4998679;7.157661;14.39559;1.960864;1.958832;10.47487
21;1964;8754;4457.23;7755;397;377;323;235;399;3157;772;51;34;183;999;234;253;512;.172;.1721;88.58807;4.535069;4.306602;3.689742;2.684487;4.557916;36.06351;8.818826;.5825908;.3883939;2.090473;11.41193;2.673064;2.890107;5.848755
21;1968;12159;5893.844;10611;519;494;353;288;630;4405;1001;69;42;288;1548;393;348;807;.193;.1931;87.26869;4.268443;4.062834;2.903199;2.368616;5.181347;36.22831;8.232585;.5674809;.3454231;2.368616;12.73131;3.232174;2.862077;6.637059
21;1972;16814;5040.008;14665;732;693;670;411;826;5558;1640;110;67;423;2149;496;418;1236;.232;.231;87.21899;4.353515;4.121565;3.984775;2.444391;4.912573;33.05579;9.753777;.6542167;.3984775;2.515761;12.78102;2.949923;2.486024;7.351017
21;1976;25760;7296.535;22504;1031;965;1966;580;1175;7408;2897;150;77;811;3256;712;701;1843;.316;.3086;87.36024;4.002329;3.746118;7.631988;2.251553;4.561336;28.75776;11.24612;.5822982;.298913;3.148292;12.63975;2.763975;2.721273;7.154503
21;1980;36593;9997.202;31890;1352;1247;3008;868;1692;9666;4173;246;114;1448;4703;1031;901;2771;.458;.4359;87.14781;3.694696;3.407756;8.220151;2.372038;4.623835;26.41489;11.40382;.6722597;.311535;3.957041;12.85219;2.817479;2.462219;7.572486
21;1984;48829;13213.36;42406;1995;1802;3131;1410;1773;13096;5570;365;173;2241;6423;1449;1377;3598;.578;.5383;86.84593;4.085687;3.69043;6.412173;2.887628;3.631039;26.82013;11.40716;.7475066;.3542976;4.589486;13.15407;2.967499;2.820045;7.368572
21;1988;60727;16501.95;52306;1671;1353;2617;1953;2452;16710;6599;568;231;3248;8421;1966;1610;4844;.658;.6102;86.13302;2.751659;2.228004;4.309451;3.216033;4.037743;27.51659;10.86667;.9353335;.3803909;5.348527;13.86698;3.23744;2.65121;7.976683
21;1992;76572;20335.32;64746;2231;1854;2698;2257;2936;20185;8239;711;308;5056;11826;2662;1991;7172;.78;.7226;84.55571;2.913598;2.421251;3.523481;2.947553;3.8343;26.36081;10.75981;.9285378;.4022358;6.602936;15.44429;3.476467;2.600167;9.366348
21;1996;94987;24234.25;81490;2204;1719;2622;2507;3819;26202;10147;848;380;6008;13497;2840;1963;8693;.872;.8128;85.79069;2.320318;1.809721;2.760378;2.639308;4.02055;27.58483;10.68251;.8927537;.4000548;6.325076;14.20931;2.989883;2.066599;9.151778
21;2000;111900;27685.9;96310;2274;1834;2257;1794;5088;24163;4688;1009;550;7869;15591;2785;2314;10492;.957;.9149;86.06792;2.032171;1.638963;2.016979;1.603217;4.546917;21.59339;4.189455;.9016979;.4915103;7.032172;13.93298;2.488829;2.067918;9.376228
21;2004;131741;31776.04;112635;2616;2209;2655;2133;5556;25314;6409;1210;724;10649;19106;3463;3183;12459;1.043;;85.4973;1.985714;1.676775;2.015318;1.619086;4.217366;19.21498;4.864849;.9184688;.5495632;8.083284;14.5027;2.628643;2.416104;9.457192
22;1964;10435;5509.504;9337;312;276;2386;275;554;1497;966;60;39;187;1098;192;202;703;.172;.1733;89.47772;2.989938;2.644945;22.86536;2.635362;5.309056;14.34595;9.257307;.574988;.3737422;1.792046;10.52228;1.839962;1.935793;6.736943
22;1968;14956;7470.529;13267;394;342;3125;392;1035;2239;1249;85;63;297;1689;258;274;1157;.193;.1943;88.70687;2.634394;2.286708;20.89462;2.621022;6.9203;14.97058;8.351164;.5683338;.4212356;1.985825;11.29313;1.72506;1.832041;7.736026
22;1972;20107;5344.811;17675;515;431;4096;585;1136;2920;1771;147;110;439;2432;370;374;1688;.232;.2329;87.90471;2.561297;2.143532;20.37102;2.909435;5.649774;14.52231;8.807878;.7310887;.5470732;2.183319;12.09529;1.840155;1.860049;8.395086
22;1976;34450;8717.908;30865;782;642;7646;884;2218;5577;3024;218;168;802;3586;557;452;2577;.316;.314;89.59361;2.269956;1.86357;22.19448;2.566038;6.438316;16.18868;8.777939;.6328012;.4876633;2.328012;10.40929;1.616836;1.312046;7.480406
22;1980;64007;15217.6;58482;752;569;20239;1525;3944;8644;5433;462;238;1548;5525;803;655;4068;.458;.4478;91.36813;1.174871;.8889652;31.61998;2.382552;6.161826;13.50477;8.488134;.721796;.3718343;2.418485;8.631868;1.25455;1.023326;6.355555
22;1984;83043;18871.17;75187;985;758;25353;3251;4045;8876;7795;898;343;2598;7857;1086;1120;5650;.578;.5423;90.53984;1.186132;.9127801;30.52997;3.914839;4.87097;10.68844;9.386703;1.081367;.413039;3.1285;9.461364;1.307756;1.348699;6.803704
22;1988;82320;19193.56;73364;1152;846;15751;3700;3154;14633;8029;1402;443;3633;8956;1390;1425;6141;.658;.6031;89.12051;1.399417;1.027697;19.13387;4.494655;3.83139;17.77575;9.753402;1.70311;.5381438;4.413265;10.87949;1.688533;1.73105;7.459912
22;1992;88912;20710.91;76932;1067;719;10184;4030;4028;15034;9623;1601;546;5451;11980;1810;1666;8505;.78;.7123;86.526;1.200063;.8086647;11.45402;4.532571;4.530322;16.90885;10.82306;1.800657;.6140903;6.130781;13.474;2.035721;1.873763;9.565638
22;1996;114967;26135.53;101421;1587;1153;18931;4224;4994;18506;11636;1678;658;6384;13546;2023;1468;10055;.872;.807;88.21749;1.380396;1.002896;16.46646;3.674098;4.343855;16.09679;10.12117;1.459549;.5723382;5.552898;11.78251;1.759635;1.276888;8.745988
