caseid;turnout12;turnout12b;vote12;percent16;meet;givefut;info;march;sign;give12mo;compromise;ftobama;ftblack;ftwhite;fthisp;ftgay;ftjeb;fttrump;ftcarson;fthrc;ftrubio;ftcruz;ftsanders;ftfiorina;ftpolice;ftfem;fttrans;ftmuslim;ftsci;reg;demcand;repcand;vote16jb;vote16bc;vote16tc;vote16mr;vote16dt;presjob;lazyb;lazyw;lazyh;lazym;violentb;violentw;violenth;violentm;econnow;econ12mo;pid1d;pid2d;pid1r;pid2r;pidstr;pidlean;lcself;lcd;lcr;lchc;lcbo;lcdt;lcmr;lctc;srv_spend;campfin;immig_legal;immig_numb;equalpay;parleave;crimespend;death;terror_worry;terror_12mo;terror_local;relig_bc;relig_bcstr;relig_srv;relig_srvstr;incgap20;isis_troops;syrians_a;syrians_b;pc_a;pc_b;minwage;healthspend;childcare;getahead;ladder;finwell;warm;warmbad;warmcause;warmdo;freetrade;stopwhite;stopblack;forcewhite;forceblack;stop_12mo;arrested_12mo;charged_12mo;jailed_12mo;convict_12mo;famstop_12mo;stop_ever;arrested_ever;charged_ever;jailed_ever;convict_ever;famstop_ever;pk_deficit;pk_sen;pk_spend;birthright_a;birthright_b;femoff_jobs;femoff_ed;femoff_spend;femoff_issues;lpres_pleased;lpres_immig;lpres_la;vaccine;autism;bo_muslim;bo_confid;amer_ident;race_ident;whitework;whitejob;wguilt1;wguilt2;wguilt3;buycott;boycott;skintone_mob;skintone;skin_discrim;africanam10_1;white10_1;hispanic10_1;asianam10_1;nativeam10_1;other10_1;other10_open;birthyr;gender;race;race_other;educ;marstat;speakspanish;employ;employ_t;faminc;faminc2;state;votereg;pid3;pid7;ideo5;newsint;pew_bornagain;pew_churatd;religpew;religpew_t;ever_vs_12mo_rand
1045;1;NA;2;100;1;2;2;2;1;2;1;51;80;80;80;0;11;90;55;56;31;46;50;11;80;41;0;41;60;1;1;NA;1;1;NA;NA;NA;5;5;5;5;5;4;4;4;3;3;3;3;__NA__;NA;__NA__;NA;1;4;1;7;3;1;6;5;5;4;1;3;6;1;3;4;1;2;2;5;1;1;1;1;1;2;7;NA;4;NA;4;2;4;3;5;5;2;1;2;7;7;2;3;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;1;6;1;NA;7;NA;4;NA;4;3;3;NA;1;6;2;3;1;5;3;3;5;5;5;2;2;99;3;4;0;10;0;0;0;0;NA;1990;1;1;__NA__;4;5;4;1;__NA__;6;99;51;1;3;4;3;1;1;5;1;__NA__;2
1046;1;NA;2;100;4;4;4;2;1;1;1;99;83;98;96;89;30;1;27;99;30;38;97;45;84;76;75;64;94;1;1;7;NA;1;NA;NA;1;1;3;5;5;3;2;3;3;1;2;2;1;__NA__;NA;__NA__;1;NA;5;5;5;5;5;4;4;4;7;2;3;2;2;1;3;2;2;NA;2;1;1;1;1;3;1;NA;4;NA;1;1;2;1;3;5;2;1;2;3;1;2;3;3;3;3;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;4;4;5;NA;NA;2;NA;3;2;NA;4;1;3;2;3;1;1;1;3;5;5;5;1;2;3;99;4;2;3;1;3;1;0;NA;1974;1;1;__NA__;2;1;4;6;__NA__;1;99;21;1;1;1;3;2;2;5;11;__NA__;2
1047;2;NA;NA;0;5;5;5;2;2;2;1;4;46;60;90;31;46;60;41;41;51;50;46;50;90;10;11;89;86;2;5;NA;1;NA;NA;NA;2;7;1;2;5;2;4;4;4;4;2;2;NA;__NA__;2;__NA__;2;NA;6;1;5;2;1;5;4;4;2;4;1;4;5;2;2;1;NA;1;5;1;2;1;1;2;4;NA;6;4;NA;2;5;4;5;1;2;2;2;1;3;2;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;4;1;1;NA;5;NA;4;NA;3;NA;5;1;6;2;3;3;3;NA;NA;NA;NA;NA;2;1;99;3;5;0;0;0;8;0;2;Asian;1987;2;4;__NA__;5;1;4;4;__NA__;6;99;47;2;5;5;5;2;2;6;10;__NA__;2
1048;1;NA;2;50;4;5;5;2;1;2;1;100;50;50;37;63;15;59;52;28;2;44;52;3;40;42;41;15;72;1;5;NA;NA;2;NA;NA;2;1;3;4;5;2;2;2;5;1;2;3;1;__NA__;NA;__NA__;2;NA;4;4;3;4;3;1;6;4;4;6;2;2;2;2;1;2;NA;2;2;1;2;2;2;2;1;NA;7;NA;1;2;2;3;3;6;5;1;2;1;2;5;2;4;3;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;6;4;NA;4;NA;4;3;NA;4;2;NA;1;6;2;3;2;2;3;4;2;3;3;2;2;2;99;4;0;7;0;3;0;0;NA;1990;2;1;__NA__;5;5;4;2;__NA__;3;99;6;1;1;6;3;2;2;5;11;__NA__;2
1049;1;NA;2;100;5;4;5;1;1;1;1;99;99;40;99;53;4;1;2;20;2;2;79;4;41;50;49;52;100;1;3;10;3;3;NA;NA;NA;1;3;2;5;5;5;2;5;5;3;4;NA;__NA__;3;__NA__;NA;2;2;3;4;6;3;4;4;4;4;1;2;4;1;1;4;4;5;4;5;2;1;2;2;5;6;4;NA;3;NA;1;1;1;1;7;6;1;2;1;1;6;2;5;2;5;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;8;1;NA;4;NA;4;4;NA;1;5;NA;1;3;2;1;5;1;NA;NA;NA;NA;NA;1;1;6;99;2;6;0;0;0;4;0;NA;1975;1;2;__NA__;3;5;4;2;__NA__;8;99;6;1;3;4;2;1;2;4;10;__NA__;1
1050;2;NA;NA;100;5;5;5;2;2;2;2;27;56;84;51;54;14;89;52;41;52;51;19;52;84;30;52;43;87;1;5;NA;NA;3;4;NA;NA;4;3;3;5;5;3;3;3;5;3;2;NA;__NA__;1;__NA__;2;NA;4;4;4;4;4;3;4;4;4;4;6;5;1;1;2;2;1;1;1;2;1;2;2;1;4;7;NA;NA;3;1;3;3;3;2;2;1;2;3;1;4;3;3;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;2;2;4;2;NA;NA;NA;5;3;3;NA;3;3;3;1;5;1;1;2;1;5;5;4;2;2;1;99;5;0;1;4;3;2;0;NA;1979;2;1;__NA__;2;1;4;1;__NA__;97;99;42;1;1;2;3;3;2;5;1;__NA__;2
1051;1;NA;2;100;2;2;2;2;2;1;1;71;90;87;87;87;0;0;0;67;0;0;96;0;16;86;87;86;95;1;3;11;1;NA;NA;1;NA;2;5;5;5;5;5;5;5;5;3;3;1;__NA__;NA;__NA__;1;NA;1;4;7;4;4;7;7;7;7;1;1;4;1;1;4;2;4;NA;5;2;1;2;1;1;7;2;NA;2;NA;1;1;1;2;7;7;1;2;1;1;7;2;5;3;5;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;3;6;4;7;NA;3;4;NA;NA;2;5;NA;1;6;2;1;5;5;2;5;3;4;3;2;1;99;1;5;0;10;0;0;0;0;NA;1985;1;1;__NA__;6;1;4;1;__NA__;14;99;19;1;1;1;1;1;2;6;NA;__NA__;2
1052;1;NA;2;100;5;5;5;2;2;2;1;100;90;40;60;95;1;1;1;89;998;1;100;998;40;99;90;89;80;1;3;11;1;NA;NA;NA;1;1;5;4;5;5;2;2;2;4;1;4;1;__NA__;NA;__NA__;1;NA;1;1;7;1;2;7;7;7;997;2;2;2;1;1;1;6;2;NA;3;2;1;2;1;2;2;NA;1;1;NA;1;1;1;2;5;3;1;2;1;1;2;2;5;2;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;6;4;6;NA;4;NA;4;NA;4;4;NA;2;5;2;1;4;1;NA;NA;NA;NA;NA;2;2;99;4;4;0;0;0;10;0;0;NA;1971;2;4;__NA__;5;2;4;4;__NA__;97;99;27;1;1;1;1;3;2;6;11;__NA__;1
1053;1;NA;2;100;5;5;4;2;2;2;2;91;82;98;86;99;11;0;NA;22;21;11;92;11;30;98;98;58;53;1;3;10;1;NA;NA;1;NA;2;4;3;4;4;4;4;4;4;3;3;2;__NA__;NA;__NA__;2;NA;1;3;7;5;3;6;6;6;4;3;2;3;1;1;2;2;NA;3;4;2;1;2;1;2;5;NA;4;NA;2;1;3;3;2;3;2;1;2;1;2;3;1;4;2;5;NA;NA;NA;NA;NA;NA;2;2;1;2;1;2;1;6;2;4;NA;NA;NA;4;4;4;NA;5;2;5;2;2;3;4;2;3;3;3;3;2;1;99;2;5;0;8;0;0;2;0;NA;1987;2;1;__NA__;5;5;4;NA;__NA__;10;99;42;1;2;2;2;2;2;4;1;__NA__;2
1054;1;NA;2;1;5;5;5;1;2;2;1;3;100;31;100;100;0;0;0;0;0;0;100;0;73;25;100;100;100;1;3;11;4;NA;4;NA;NA;5;5;2;5;5;5;2;5;5;2;3;3;__NA__;NA;__NA__;NA;3;1;7;7;7;4;7;7;7;7;7;1;1;1;1;1;7;5;NA;5;2;1;2;1;1;7;4;NA;NA;4;1;1;1;1;7;7;1;2;1;7;4;2;5;2;5;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;8;1;NA;1;NA;NA;6;4;1;1;NA;1;6;2;1;5;5;5;5;5;5;5;2;2;99;2;1;0;5;0;0;0;5;Jewish/Isrealite;1989;1;1;__NA__;3;5;4;2;__NA__;4;99;27;1;3;4;1;4;2;6;NA;__NA__;2
1055;1;NA;3;100;5;5;4;2;2;2;1;5;46;99;30;2;65;53;53;0;30;33;40;37;74;32;2;0;75;1;5;1;NA;NA;NA;4;2;7;2;5;2;1;1;5;1;1;5;4;NA;__NA__;2;__NA__;1;NA;7;1;6;1;1;6;1;6;997;4;7;7;1;2;3;1;1;1;4;2;2;1;1;2;7;NA;7;3;NA;4;3;2;2;2;3;2;1;3;4;4;3;4;2;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;4;5;NA;5;NA;4;NA;5;NA;1;4;3;1;3;1;1;2;2;5;5;5;2;2;99;3;4;2;1;3;2;2;0;NA;1952;2;1;__NA__;2;1;4;2;__NA__;5;99;42;1;2;7;4;3;1;4;1;__NA__;1
1056;1;NA;1;100;5;5;5;2;2;2;1;44;66;73;71;51;66;32;82;40;72;66;55;998;89;56;29;60;89;1;5;4;NA;NA;2;NA;4;5;4;4;5;5;4;5;5;5;4;3;2;__NA__;NA;__NA__;2;NA;5;2;6;8;2;4;8;8;5;4;2;4;1;1;4;5;2;NA;3;2;2;1;3;2;2;5;NA;4;NA;2;5;4;4;4;3;1;2;1;4;4;3;4;3;3;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;NA;4;NA;4;NA;4;3;5;NA;1;5;2;3;1;2;4;4;5;5;5;2;2;2;99;5;0;10;0;0;0;0;NA;1991;2;1;__NA__;5;1;4;2;__NA__;7;99;22;1;2;6;4;4;2;2;1;__NA__;1
1057;1;NA;1;100;5;5;5;2;2;2;2;0;46;66;62;64;3;2;78;13;76;57;55;59;53;44;58;998;67;1;3;8;3;NA;NA;NA;2;7;3;4;5;3;3;4;4;2;4;4;NA;__NA__;1;__NA__;2;NA;3;2;7;1;1;4;6;7;3;4;2;4;1;1;4;2;3;NA;4;2;2;2;2;1;3;3;NA;NA;3;1;4;4;1;5;4;1;2;3;1;4;2;3;2;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;4;4;4;NA;4;4;NA;NA;5;NA;5;4;3;1;5;3;2;NA;NA;NA;NA;NA;2;2;2;99;5;0;8;0;0;2;0;NA;1954;2;5;__NA__;2;1;4;1;__NA__;8;99;18;1;1;2;3;1;1;2;1;__NA__;2
1058;2;NA;NA;0;4;5;5;2;2;2;2;1;4;16;15;0;1;100;41;1;12;14;8;13;31;0;0;1;57;3;5;NA;NA;NA;4;NA;2;7;1;4;4;1;1;3;3;1;4;4;3;__NA__;NA;__NA__;NA;3;4;3;4;1;1;7;3;2;997;3;7;7;4;3;3;1;NA;3;4;2;3;1;1;2;3;7;NA;4;NA;2;7;1;2;7;5;2;3;3;4;3;3;5;3;3;NA;NA;NA;NA;NA;NA;1;1;1;1;2;1;3;4;3;1;NA;NA;1;5;NA;5;1;NA;1;6;1;1;1;1;1;1;5;5;5;2;2;1;99;4;0;1;4;3;2;0;NA;1982;2;1;__NA__;1;1;4;7;__NA__;97;99;42;3;3;8;4;7;1;2;1;__NA__;2
1059;2;NA;NA;0;1;1;1;1;1;1;1;21;90;100;85;100;41;35;76;0;55;50;50;16;31;36;90;70;50;2;5;7;3;NA;NA;NA;3;7;5;5;5;5;4;4;4;4;5;5;4;Libertarian;NA;__NA__;NA;1;7;2;6;3;3;6;6;5;1;2;2;4;1;1;6;7;4;NA;5;1;3;2;2;1;7;4;NA;NA;2;4;7;4;4;2;2;1;2;1;2;7;2;4;4;5;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;6;2;7;NA;NA;NA;2;2;3;4;NA;7;1;1;5;4;3;1;5;5;5;5;1;1;99;2;5;0;10;0;0;0;0;NA;1984;2;1;__NA__;6;1;8;2;__NA__;2;99;25;2;4;5;4;1;2;6;7;__NA__;2
1060;2;NA;NA;50;4;5;4;2;2;2;2;62;72;72;71;69;69;10;53;15;53;56;93;46;66;69;59;50;72;2;3;4;NA;3;2;NA;NA;3;3;3;5;5;5;5;5;3;4;3;3;__NA__;NA;__NA__;NA;2;1;3;7;7;5;7;5;6;7;6;2;4;4;1;3;2;2;3;4;1;2;2;2;3;4;5;NA;4;NA;1;2;2;2;6;6;2;3;3;4;3;3;3;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;1;1;2;2;3;3;NA;4;NA;4;NA;4;NA;3;2;5;2;4;2;3;5;2;4;4;3;2;2;2;99;5;0;8;0;0;2;0;NA;1992;1;1;__NA__;2;5;8;1;__NA__;2;99;49;2;3;4;2;3;2;4;10;__NA__;2
1061;1;NA;2;100;2;2;3;1;2;1;1;100;100;50;100;100;10;1;60;69;29;41;100;7;31;100;100;100;100;1;3;4;NA;NA;NA;3;1;1;5;1;5;5;4;1;4;4;1;1;1;__NA__;NA;__NA__;2;NA;1;2;7;2;1;7;6;7;5;1;1;1;1;1;5;1;5;2;5;2;1;2;1;1;7;NA;1;1;NA;1;2;1;2;7;6;1;2;1;1;1;1;5;1;5;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;6;4;7;NA;NA;4;3;NA;1;NA;5;1;6;2;1;1;5;5;5;1;1;1;1;2;99;2;5;0;10;0;0;0;0;NA;1987;2;1;__NA__;3;1;8;7;__NA__;4;99;22;1;1;4;2;2;2;5;10;__NA__;1
1062;2;NA;NA;95;3;5;5;1;1;1;2;54;99;90;95;91;98;99;100;100;57;97;96;95;99;91;83;94;100;1;3;NA;3;NA;NA;1;NA;2;5;5;5;5;5;5;5;5;3;3;NA;__NA__;2;__NA__;2;NA;8;6;3;5;4;6;6;7;4;4;5;4;4;2;6;4;3;3;3;1;1;1;1;2;4;4;NA;NA;2;2;4;2;3;4;4;1;3;2;4;4;4;4;4;4;NA;NA;NA;NA;NA;NA;2;1;1;2;1;1;1;4;3;NA;4;NA;3;NA;4;2;NA;3;4;5;2;2;3;3;4;3;3;3;3;1;1;2;99;5;0;10;0;0;0;0;NA;1979;2;1;__NA__;2;1;4;7;__NA__;6;99;28;1;2;6;4;2;1;2;1;__NA__;2
1063;2;NA;NA;70;5;5;5;2;2;2;2;58;51;53;32;49;8;3;22;56;NA;16;16;45;76;50;53;23;86;2;5;11;NA;4;NA;4;NA;3;3;4;5;5;3;4;4;3;2;3;NA;__NA__;3;__NA__;NA;3;4;4;4;5;3;3;6;4;4;4;3;5;3;1;3;2;3;NA;5;2;3;1;3;2;4;4;NA;1;NA;2;2;1;2;6;6;1;2;3;3;3;3;4;3;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;4;NA;4;2;2;NA;NA;4;NA;4;1;4;2;5;1;2;3;5;4;5;4;2;2;3;99;5;0;NA;0;0;1;0;NA;1992;2;1;__NA__;3;5;4;7;__NA__;3;99;26;2;3;3;6;4;2;5;11;__NA__;1
1064;1;NA;1;100;1;2;1;2;1;1;2;20;94;99;89;50;77;100;89;8;60;67;50;59;100;34;56;82;84;1;3;NA;2;NA;2;NA;NA;6;4;4;4;4;8;8;8;8;4;4;NA;__NA__;2;__NA__;1;NA;6;1;7;1;1;5;5;5;4;2;3;6;1;1;1;1;NA;2;4;1;1;1;1;1;2;NA;7;4;NA;2;7;3;2;3;3;2;3;3;5;2;4;4;2;2;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;4;3;NA;7;4;4;NA;NA;5;NA;5;4;2;2;4;1;3;1;3;5;5;5;2;2;1;99;5;0;8;0;0;2;0;NA;1968;2;1;__NA__;5;1;4;1;__NA__;12;99;47;1;2;7;4;1;1;2;1;__NA__;2
1065;2;NA;NA;50;5;5;5;2;2;2;2;44;85;80;86;96;50;0;50;55;51;50;81;50;95;50;85;29;71;1;3;2;NA;NA;4;4;NA;4;4;4;4;4;4;4;4;4;4;3;1;__NA__;NA;__NA__;2;NA;2;3;5;5;3;7;4;5;5;2;1;2;1;1;1;7;4;NA;5;2;2;2;1;3;6;6;NA;4;NA;1;1;2;2;5;5;1;3;2;4;4;3;3;3;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;1;6;4;7;NA;NA;NA;3;3;3;NA;5;1;5;2;3;3;2;NA;NA;NA;NA;NA;2;2;4;99;4;1;1;3;2;3;0;NA;1990;2;3;__NA__;2;1;2;7;__NA__;8;99;31;1;1;2;2;3;2;5;11;__NA__;2
1066;2;NA;NA;100;2;4;1;2;2;2;1;100;80;82;86;100;25;998;0;36;5;998;100;11;43;88;100;100;97;1;3;11;NA;3;NA;NA;3;1;4;4;5;5;3;3;3;4;5;3;NA;__NA__;1;__NA__;1;NA;1;1;7;2;1;7;7;7;4;1;1;1;1;1;1;1;NA;3;4;2;1;2;1;1;7;NA;1;1;NA;1;1;1;2;7;7;1;2;1;1;7;3;4;3;5;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;8;3;7;NA;NA;2;NA;2;3;2;NA;5;6;2;2;5;5;NA;NA;NA;NA;NA;2;2;2;99;3;0;0;10;0;0;0;NA;1994;2;3;__NA__;2;5;3;6;__NA__;1;99;42;1;1;1;1;2;2;4;12;__NA__;2
1067;2;NA;NA;0;5;4;4;2;2;2;1;30;72;62;52;78;57;59;44;19;54;44;40;54;87;66;73;60;73;2;3;1;2;NA;NA;NA;2;6;4;4;4;5;4;5;5;4;2;3;1;__NA__;NA;__NA__;2;NA;2;3;7;2;3;6;6;5;4;3;2;5;1;1;2;3;3;NA;4;2;1;2;1;2;2;3;NA;4;NA;1;5;4;2;3;3;1;2;3;2;3;3;4;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;8;4;NA;5;NA;4;3;NA;4;NA;4;3;5;2;3;3;4;4;4;4;4;4;1;1;2;99;4;0;NA;0;0;1;0;NA;1988;2;1;__NA__;3;1;4;7;__NA__;5;99;13;2;1;3;2;4;2;6;10;__NA__;2
1068;1;NA;2;100;5;3;5;2;2;2;1;98;99;25;1;0;7;2;4;100;2;11;5;16;3;99;6;5;99;1;1;11;1;NA;1;NA;NA;1;3;1;3;2;2;1;1;1;3;5;1;__NA__;NA;__NA__;1;NA;5;4;1;2;1;1;2;4;997;4;7;7;1;4;1;7;NA;1;3;2;2;2;1;5;4;NA;7;1;NA;1;1;1;4;1;1;1;2;2;2;4;2;5;2;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;4;NA;7;NA;4;4;NA;5;5;NA;4;6;2;3;1;1;NA;NA;NA;NA;NA;2;2;99;3;3;10;0;0;0;0;0;NA;1985;1;2;__NA__;4;5;8;2;__NA__;3;99;22;1;1;1;3;3;2;2;1;__NA__;1
1069;1;NA;2;80;5;4;5;2;2;2;1;85;80;76;72;94;71;0;50;30;48;50;91;51;89;78;85;40;85;1;3;1;NA;4;4;NA;NA;2;3;3;4;3;2;2;3;3;2;3;3;__NA__;NA;__NA__;NA;2;2;2;7;5;2;7;4;5;5;1;1;4;1;1;3;2;NA;4;5;2;1;2;2;2;2;3;NA;4;NA;2;3;2;2;6;6;1;2;1;1;3;3;3;2;2;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;6;4;NA;4;NA;3;NA;4;3;NA;5;1;6;2;2;2;3;2;4;5;5;5;2;1;2;99;5;0;10;0;0;0;0;NA;1987;2;1;__NA__;3;1;8;7;__NA__;4;99;13;1;3;NA;2;2;2;5;10;__NA__;1
1070;1;NA;2;70;4;4;3;1;1;1;1;88;97;96;99;2;66;36;54;80;24;64;33;77;94;54;82;86;95;1;1;2;NA;NA;1;1;NA;2;1;1;1;1;1;1;1;1;1;1;NA;__NA__;2;__NA__;1;NA;1;3;2;2;2;1;3;3;6;3;2;1;2;2;3;3;2;NA;2;1;1;1;1;2;3;2;NA;NA;1;1;2;3;2;2;2;1;1;1;2;2;2;4;4;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;4;2;NA;1;3;NA;3;NA;1;2;NA;1;2;2;5;1;1;3;2;2;3;3;1;1;99;2;5;0;10;0;0;0;0;NA;1986;2;1;__NA__;6;1;4;1;__NA__;6;99;36;1;2;1;1;1;1;1;1;__NA__;2
1071;1;NA;1;90;4;5;5;2;2;2;2;14;33;94;NA;1;88;96;70;2;52;90;35;51;68;13;3;7;66;1;3;NA;NA;2;NA;NA;2;7;2;4;1;3;2;4;3;1;5;3;NA;__NA__;2;__NA__;1;NA;5;1;6;1;1;6;5;6;1;4;6;6;3;3;3;2;3;NA;4;2;3;1;1;2;2;NA;6;3;NA;1;7;3;3;7;5;2;3;3;4;3;3;3;3;3;NA;NA;NA;NA;NA;NA;1;1;1;2;2;1;1;8;4;NA;7;NA;NA;2;2;2;1;NA;6;1;1;3;4;3;3;3;3;3;3;2;2;2;99;3;7;0;3;0;0;0;NA;1977;1;1;__NA__;5;1;4;1;__NA__;7;99;48;1;2;7;6;3;1;3;1;__NA__;2
1072;2;NA;NA;0;5;5;5;2;2;2;2;50;50;48;52;99;50;51;51;50;49;50;52;50;50;53;51;50;48;2;5;11;NA;4;4;NA;NA;4;3;3;3;3;3;3;3;3;3;3;3;__NA__;NA;__NA__;NA;3;4;4;4;4;4;4;4;4;997;4;6;6;1;1;4;4;3;NA;3;2;3;2;1;1;4;NA;4;4;NA;1;4;4;3;4;4;1;2;1;1;4;3;5;3;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;1;4;4;NA;NA;4;4;NA;5;3;NA;4;3;1;3;3;3;3;3;3;3;3;2;2;2;99;3;0;10;0;0;0;0;NA;1992;2;1;__NA__;2;5;4;7;__NA__;2;99;44;2;3;4;6;7;2;6;NA;__NA__;2
1073;1;NA;1;100;4;4;4;2;1;1;2;0;69;69;50;61;40;0;90;0;51;84;NA;51;76;31;31;31;61;1;5;2;NA;NA;NA;2;2;7;4;4;5;5;3;3;4;3;3;4;2;__NA__;NA;__NA__;1;NA;6;2;5;1;1;4;5;6;3;4;2;3;1;4;4;3;2;NA;4;1;2;1;1;2;2;6;NA;NA;4;2;5;6;3;5;5;2;2;3;5;3;3;3;3;3;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;6;4;NA;6;NA;4;4;NA;3;2;NA;4;3;1;3;2;2;NA;NA;NA;NA;NA;2;1;99;3;5;2;6;0;0;2;0;NA;1964;2;6;__NA__;2;1;4;NA;__NA__;7;99;21;1;2;7;4;2;1;4;1;__NA__;1
1074;1;NA;1;100;5;3;4;2;2;2;1;34;50;51;50;50;61;17;56;5;63;69;60;30;70;41;50;42;52;1;5;6;NA;2;NA;NA;3;6;5;5;5;5;3;3;3;3;3;4;2;__NA__;NA;__NA__;2;NA;6;1;6;1;1;4;7;7;5;6;3;5;1;1;3;2;1;2;3;2;1;1;1;1;1;NA;7;3;NA;1;3;2;2;6;2;1;3;3;2;4;4;4;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;8;3;NA;5;3;NA;4;NA;3;3;NA;1;5;1;4;2;5;4;4;5;5;3;2;2;2;99;4;0;5;2;0;3;0;NA;1986;2;1;__NA__;2;1;8;7;__NA__;6;99;6;1;2;6;4;2;2;6;11;__NA__;2
1075;1;NA;1;100;3;3;2;1;2;2;2;10;50;50;66;50;50;40;99;0;66;70;0;71;85;31;31;30;50;1;5;2;NA;2;NA;NA;2;7;5;5;5;5;5;5;5;3;5;3;2;__NA__;NA;__NA__;1;NA;5;2;5;1;1;4;5;6;3;4;6;6;4;4;2;2;1;1;3;1;2;1;1;8;1;NA;7;NA;4;2;7;4;5;4;4;1;2;2;7;4;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;8;NA;4;NA;NA;4;8;3;NA;1;6;8;NA;1;5;NA;NA;NA;NA;NA;1;2;99;98;4;0;NA;0;0;1;0;NA;1949;1;7;__NA__;6;1;4;5;__NA__;8;99;24;1;2;7;4;1;1;2;1;__NA__;1
1076;1;NA;3;100;5;5;5;2;2;2;2;1;65;74;24;12;NA;74;19;1;17;20;21;15;61;12;49;1;20;1;5;NA;NA;4;NA;NA;2;7;4;4;5;5;3;5;3;1;5;5;3;__NA__;NA;__NA__;NA;3;4;4;4;4;4;4;4;4;7;1;6;6;4;3;3;1;2;2;3;2;2;1;3;1;4;7;NA;4;NA;1;1;2;1;7;7;1;2;1;1;4;2;2;2;2;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;7;4;NA;7;NA;4;3;NA;5;1;NA;4;3;1;1;2;3;2;1;3;5;5;2;2;2;99;4;0;10;0;0;0;0;NA;1962;2;1;__NA__;1;4;4;5;__NA__;2;99;41;1;3;4;6;2;1;6;1;__NA__;2
1077;2;NA;NA;100;5;5;5;2;2;2;2;47;50;50;50;50;56;41;51;47;50;50;54;50;50;47;50;46;61;1;3;3;2;NA;NA;2;NA;5;5;5;5;5;5;5;5;5;2;2;2;__NA__;NA;__NA__;2;NA;5;3;3;2;5;4;4;6;3;2;3;4;1;3;4;4;2;5;1;1;1;1;1;3;1;NA;6;2;NA;3;4;3;5;2;5;2;2;1;4;3;4;1;5;3;1;2;2;1;1;2;NA;NA;NA;NA;NA;NA;3;1;2;NA;3;4;4;NA;NA;1;5;NA;3;5;2;2;2;5;3;2;2;1;4;1;2;99;2;3;1;1;1;1;1;5;NA;1989;2;1;__NA__;5;1;4;1;__NA__;4;99;42;1;2;6;3;3;1;2;1;__NA__;1
1078;1;NA;2;100;5;5;5;2;2;2;1;63;63;61;56;100;0;0;0;60;10;0;100;49;53;72;99;59;100;1;3;11;NA;1;NA;1;NA;3;5;5;5;5;5;5;5;5;3;3;NA;__NA__;1;__NA__;1;NA;1;1;7;2;1;7;7;7;6;1;2;4;1;1;3;3;NA;3;5;2;1;2;1;1;4;NA;4;NA;3;1;1;1;2;5;5;1;3;3;3;3;3;4;3;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;2;7;NA;3;NA;NA;4;4;2;NA;2;4;1;2;2;5;5;4;5;5;5;2;2;99;1;5;0;NA;0;0;1;0;NA;1988;2;1;__NA__;3;3;4;2;__NA__;2;99;48;1;1;1;2;3;2;6;NA;__NA__;1
